coherence,requires_running_space,friendly_with_children,friendly_with_other_pets,is_calm,is_energetic,inconsistencies,PetID
high,1,1,1,0,1.0,,183160bf0
medium,1,0,0,0,1.0,Color mismatch,ffd506899
medium,1,0,0,0,1.0,Secondary breed and vaccination status unknown,1f2573b47
high,1,0,0,0,1.0,None,f888d5f54
medium,1,0,0,0,1.0,Pet profile suggests condo living; vaccination status unknown.,073f265c3
high,1,0,0,1,1.0,,334975a99
high,1,0,0,0,1.0,,89bd573e1
medium,1,0,0,1,1.0,Vaccination status not mentioned in tabular data,7f9f1a2d0
medium,1,0,0,0,1.0,Vaccination status unclear,5971c2462
medium,1,1,1,0,1.0,Pet is not vaccinated or dewormed as per data.,6120ace5c
high,1,0,1,1,1.0,No inconsistencies found.,40fbb932c
high,1,0,0,0,1.0,No inconsistencies found.,f22aae8af
high,1,0,0,0,1.0,,f08503742
medium,1,0,0,0,1.0,Color description differs from structured data,d17892c89
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,f3326d571
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,09ca98f7b
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,4c6a4b965
medium,1,0,0,0,1.0,Sterilization status unclear,c8b38c65e
medium,1,0,0,0,1.0,Pet' s health status not mentioned in description,acb248693
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description.,c65cbe7b2
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,ebf5e5e77
medium,1,1,1,1,1.0,Sterilized status not aligned with adoption requirements.,65a98c48f
high,1,1,1,0,1.0,,a9f395ba8
high,1,0,0,1,1.0,,8edd5d505
high,1,0,1,0,1.0,,93a9e05b1
medium,1,1,0,0,1.0,Vaccination status not mentioned in description,d4c153877
low,1,0,0,0,1.0,Description does not match structured data,0c1e8a6f2
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,b67261194
medium,1,0,0,0,1.0,Description mentions kittens at work; no data on location or behavior,8aef3b898
medium,1,0,0,0,1.0,Pet not vaccinated or sterilized,99daba941
high,0,0,0,1,0.0,,868fb91f3
medium,1,0,0,0,1.0,Inconsistency in behavior description and health status,7cd898f38
medium,1,1,1,0,1.0,Age and health details not provided in structured data.,3f4fff7b2
medium,1,0,0,0,1.0,Vaccination status unclear,ef0fde5be
medium,1,0,0,0,1.0,Age not mentioned in tabular data,41a7d5bc2
high,1,0,0,0,1.0,,01e5d357f
medium,1,0,0,1,1.0,Vaccination status not mentioned in tabular data,77a74852b
high,1,1,0,0,1.0,No inconsistencies found.,0b051c8b3
medium,1,0,1,0,1.0,Pet is described as needing a better home but vaccination and deworming status are not mentioned.,75d255222
high,1,1,1,1,0.0,,3b2b69d20
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,811f9407f
medium,1,0,0,0,1.0,No specific inconsistency found in the provided data.,ac3a5c473
high,1,1,1,0,1.0,,8cb325d19
medium,1,0,0,0,1.0,Sterilization status not mentioned in description,fb9d3b9ef
high,1,1,1,0,1.0,,83f13202e
medium,1,1,1,0,1.0,Gender error: 'he' instead of 'Iris',a9caf7e92
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,bfab5f493
high,1,1,1,0,1.0,No inconsistencies found.,f78698cc4
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in structured data,d5053eb47
high,0,0,0,1,0.0,No inconsistencies found.,9b0744be7
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,6102346ee
low,1,0,1,0,1.0,"Description refers to a bunny, not a dog.",412d6c47d
high,1,0,0,0,1.0,,ec4849051
high,1,Not specified in the data,Not specified in the data,0,1.0,,485772d7e
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,b2b5ee33a
medium,1,0,0,1,1.0,Pet' s health status not mentioned in description,6b24d9186
high,1,0,0,0,1.0,,3dfe89264
medium,0,0,0,1,1.0,Neighbors kicking out cats not mentioned in data,0a76a6cf3
high,1,1,1,0,1.0,,a96f0d5bc
medium,1,1,1,0,1.0,Age mismatch with structured data,c05a85bbb
high,1,1,1,0,1.0,,e4f7394ef
high,1,0,0,0,1.0,No specific inconsistencies found.,37e47eeab
medium,1,0,0,0,1.0,Age discrepancy,98ae607d8
high,1,1,1,0,1.0,No inconsistencies found.,221cc9a2b
high,1,0,0,0,1.0,,329814145
medium,1,1,1,0,1.0,Pet is not vaccinated as per structured data.,a8cfb849e
medium,1,1,1,0,1.0,No deworming or sterilization mentioned in description,799aad68b
medium,1,1,1,0,1.0,Vaccination status unclear,f796b0a30
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,bc2fdee71
high,1,1,1,0,1.0,,ec15875ea
medium,1,0,0,0,1.0,No specific inconsistencies with tabular data provided.,c6d879376
medium,1,1,1,0,1.0,Age and vaccination status do not match,c5f1eb8b6
high,1,0,0,0,1.0,No inconsistencies found.,610246129
medium,1,0,0,1,1.0,No deworming or sterilization mentioned in description.,d072a58e5
high,1,0,1,0,1.0,None,bfdff0622
high,1,1,1,0,1.0,No inconsistencies found.,5e8f72190
medium,1,0,1,0,1.0,Age and deworming status inconsistent,067cacbb5
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f9347cf8e
high,1,1,1,0,1.0,No inconsistencies found.,b1ae07ad5
medium,1,0,1,0,1.0,No vaccination data provided in tabular profile,38cf8b2f5
high,1,1,1,0,1.0,,dfb0b0928
medium,1,0,0,0,1.0,Color description does not match structured data,ec2c40301
medium,1,0,0,0,1.0,Vaccination status unclear,d3e488484
medium,1,1,1,0,1.0,No deworming or sterilization data provided,a6fbe0f38
high,1,1,1,0,1.0,,c9d24314b
high,1,1,1,0,1.0,None,6c6a5b5ac
high,1,1,1,0,1.0,No inconsistencies found.,1fd056050
high,1,0,0,0,1.0,,38d23c02f
medium,1,0,0,0,1.0,Vaccination status unclear,ec57adce7
medium,1,0,0,0,1.0,Vaccination status unclear,abd7a3201
high,1,0,0,0,1.0,,5944cef68
high,1,0,1,0,1.0,,05a05d562
medium,1,0,0,0,1.0,Vaccination status inconsistent with structured data,b96e5f6a6
high,1,1,1,0,1.0,,b233246be
medium,1,0,0,0,1.0,Vaccination status not mentioned in tabular data,44db1cade
medium,1,1,1,1,0.0,Sterilization status unclear,f90762cef
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,6aa6cfaaa
high,1,1,0,1,0.0,No inconsistencies found.,3a14fbb8e
medium,1,1,1,0,1.0,Male puppy not mentioned in description,4f9379256
high,1,1,1,0,1.0,,b43155295
medium,1,0,0,0,1.0,Lack of information on living conditions and pet' s behavior,c9d955ac9
medium,1,1,1,0,1.0,Age stated as 4 months but vaccination status implies older,031a0e45a
medium,1,0,1,0,1.0,Age and breed of Nabi not mentioned in tabular data.,eaef39ceb
medium,1,1,1,0,1.0,No vaccination or deworming records provided,dc4e92b83
high,1,1,1,0,1.0,,a56d6eceb
high,1,0,1,0,1.0,No inconsistencies found.,8e5356302
high,1,1,1,0,1.0,,ae3ef6983
high,1,1,1,0,1.0,,2d00520ed
medium,0,0,0,1,1.0,Vaccination status not mentioned in tabular data,36010cec4
high,1,0,0,0,1.0,,143a52d8b
high,1,1,1,0,1.0,,eda2151fa
high,1,1,1,0,1.0,,f336dbe0f
high,1,0,0,0,1.0,,9d3c3c390
high,1,1,1,0,1.0,,8a97062f5
high,1,0,0,0,1.0,,5a3e60ced
medium,1,0,0,0,1.0,Vaccination status unclear,679d0c196
high,1,1,1,1,0.0,,8632f7132
medium,1,0,0,0,1.0,Adoption fee for neutering not in structured data,c7338db23
medium,1,0,0,0,1.0,Color mismatch between description and data,1a849a445
high,1,1,1,0,1.0,No inconsistencies found.,cbb64ed77
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,f64f8a464
medium,1,1,1,0,1.0,Vaccination and deworming status unclear,356d9395d
medium,1,0,0,0,1.0,No breed information provided in tabular data,9fae764f0
high,1,0,0,0,1.0,,c1f4af354
medium,1,0,0,0,1.0,Size and behavior not specified in structured data,8cf93cab0
high,1,1,1,0,1.0,Age mismatch with structured data.,a63f6c6a1
medium,1,0,0,0,1.0,Age in description is different from structured data,076d6f830
high,1,0,0,0,1.0,No inconsistencies found.,a04c35bc6
medium,1,0,0,0,1.0,Health status not clear from structured data,0b3b23c20
medium,1,0,0,0,1.0,Age and health status not mentioned in structured data,f2bb56f7a
high,1,1,1,0,1.0,,098b6e1e6
high,1,0,0,0,1.0,No vaccination or deworming information provided.,4c56ed2b6
medium,1,0,0,0,1.0,Age discrepancy: description says 4 months old while data shows 2 months,0173c456c
high,1,1,1,0,1.0,,75ca94b67
medium,1,1,1,0,1.0,Color mismatch in description and data,d6259561f
high,1,1,1,1,1.0,,7cbe52a0f
medium,1,0,0,1,1.0,Father' s breed unknown,c7aa43e1a
medium,1,1,0,0,1.0,Color stated as brown but profile says blue eyes,f073c005e
high,1,1,0,1,0.0,No inconsistencies found.,0a0e8c15b
high,1,1,1,0,1.0,,09a41530d
medium,1,0,0,1,1.0,Color mismatch: yellow vs light blue eyes,5ae7359ab
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,7df257784
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,28e151af1
medium,1,0,0,0,1.0,Vaccination status unclear,c6bb64d82
high,1,1,1,0,1.0,,eb64e3d68
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,d99012d9f
high,1,0,0,0,1.0,,01ecd8b66
high,1,1,1,0,1.0,None,6d2c3b550
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,2edd45e56
medium,1,0,0,0,1.0,Age mismatch,69d95bc54
medium,1,0,0,0,1.0,Minor eye infection not mentioned in structured data,7f6779706
high,1,1,1,0,1.0,,2d8db1c19
medium,1,0,0,0,1.0,Vaccination status unclear,ef70f3263
medium,1,0,0,0,1.0,Age and maturity size not specified in description,24c1d5a33
high,1,1,1,1,0.0,,6c62c854f
high,1,0,0,0,1.0,,079f5f1e4
high,1,1,1,0,1.0,,78332e36f
medium,1,0,0,0,1.0,Health status not mentioned in description,fdc472b2e
high,1,1,1,0,1.0,,a3eb4fe4d
high,1,1,0,0,1.0,No inconsistencies found.,87615b2c6
medium,1,1,1,0,1.0,Fur length mismatch,8ef4b6cf3
high,1,1,1,0,1.0,No inconsistencies found.,78cb569c6
high,1,1,1,0,1.0,,5cd76da7d
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per data.,ad6cfec5c
high,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per profile.,db6082ae6
high,1,1,1,0,1.0,,94610095f
medium,1,0,0,0,1.0,Description suggests playful behavior; no information on running space or interactions with children/other pets.,60c1c2fbd
high,1,1,1,0,1.0,,a2c44e0b3
high,1,1,1,0,1.0,,e32f5a36f
high,1,0,1,0,1.0,No inconsistencies found.,4f1d0410d
high,1,0,0,0,1.0,,2e74deb7b
medium,1,0,0,1,1.0,Color mismatch in description and data,9ee623346
high,1,1,1,0,1.0,Sterilization status not mentioned in description.,bc0a5524c
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,5163abb6e
high,1,1,1,0,1.0,No cage confinement mentioned in description.,29170247f
high,1,1,0,0,1.0,No inconsistencies found,006d301e9
medium,1,1,1,0,1.0,Migration mentioned but not in structured data,fed3c719a
medium,1,0,1,0,1.0,Broken leg not functional yet running,164462023
medium,1,0,0,0,1.0,No specific inconsistency with tabular data.,e2a9dd71a
high,1,1,1,0,1.0,,86c1be8f0
high,1,1,1,0,1.0,,f252006a7
medium,1,0,0,0,1.0,Age mismatch,da34209ec
high,1,0,0,0,1.0,,59a3ee7ff
high,1,0,1,1,1.0,No caging or tying up mentioned in description.,77d4eba90
medium,1,0,0,0,1.0,Vaccination and deworming status not provided,b756bfae3
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,e6b28fc29
high,0,0,0,0,1.0,,3721ed900
high,1,0,0,1,0.0,No inconsistencies found.,117fb58c9
medium,1,1,1,0,1.0,Age mismatch,f2708d814
high,1,0,0,0,1.0,No inconsistencies found.,b271a8246
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,efb7343fa
high,1,0,0,0,1.0,,fce9a96ce
high,1,1,1,0,1.0,,b41d5c9c4
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,3f53ec8cd
high,1,0,1,0,1.0,,ec0316213
medium,1,0,0,0,1.0,Sterilization status unclear,59c3497c1
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,2c7a8ea18
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9801a0f9c
medium,1,0,0,0,1.0,Vaccination status unclear,8a420e638
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,b1be2a9e8
high,1,0,1,0,1.0,No inconsistencies found.,48d1e6446
high,1,0,1,0,1.0,"Age discrepancy: Description says 3-4 weeks old, structured data shows 2 months.",47a142b50
high,1,1,1,0,1.0,,6735cc397
high,1,1,1,0,1.0,,56b63bfb3
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",8cc2eea7f
high,1,0,0,0,1.0,,a23dbbf9c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,fefb3826e
high,1,1,1,0,1.0,,6257ac9e4
medium,1,0,0,1,1.0,Vaccination status not mentioned in structured data,4416baea8
medium,1,0,0,0,1.0,No deworming or sterilization mentioned in description,41bcb5de4
high,1,1,1,1,1.0,,dcd70e1e3
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f5fda5ac5
high,1,1,1,0,1.0,,a75703051
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,eef094950
high,1,1,1,0,1.0,,7b81592b9
high,1,1,1,0,1.0,,6784b2fcd
high,1,0,0,0,1.0,,18da94e9d
high,1,0,0,0,1.0,,a2a04b6e4
medium,1,0,0,0,1.0,Pet not sterilized yet,d56553e2d
high,1,1,1,0,1.0,,8fcdf3368
high,1,0,0,0,1.0,,6d1d7bcd8
medium,1,0,0,0,1.0,Pet' s health status not mentioned in tabular data,6b6cb317b
medium,1,0,1,1,1.0,Pepper is not sterilized as per tabular data.,125edf869
high,1,1,1,0,1.0,,edba94b45
medium,1,0,0,1,1.0,Vaccination and deworming status not mentioned in description,78551abb5
high,1,0,0,0,1.0,Kitten described as skinny and diarrhea.,7fa04723a
high,1,1,1,0,1.0,,868904c66
medium,1,0,0,0,1.0,Pet is not vaccinated or sterilized.,f6e56c908
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,167233db2
high,1,1,1,0,1.0,,622f08247
medium,1,0,0,0,1.0,Description mentions energetic behavior; data shows no vaccination or deworming.,8fe2cf87b
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",6b86ed0e0
high,1,0,0,1,1.0,Vaccination status not mentioned in description.,9dd1cdd52
medium,1,0,0,0,1.0,Vaccination and deworming status unknown,7295b4948
medium,1,0,1,1,1.0,Description mentions a small eater which contradicts the maturity size 'Small'.,90204109f
high,1,1,1,0,1.0,None,3e463e29e
high,1,1,1,0,1.0,,b1f1a42bf
high,1,1,1,0,1.0,,81ecf4cda
high,1,1,1,0,1.0,No inconsistencies found.,0c612e8df
high,1,1,1,0,1.0,,f69176873
high,1,1,1,0,1.0,,82e86dcbb
high,1,0,0,0,1.0,,0dbb0a012
high,1,1,1,0,1.0,,f2aac285e
high,1,1,1,0,1.0,None,af76ac5bf
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,2ead80817
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per data.,8b1b5fcfc
high,1,1,1,0,1.0,No inconsistencies found.,843f45598
high,0,0,0,0,0.0,None,f489059e0
high,1,1,1,0,1.0,,3890935ed
high,1,0,0,1,1.0,"Vaccination, deworming, and sterilization status unclear.",9daa740bb
medium,1,0,0,0,1.0,Secondary breed and color not mentioned in structured data,e2ce25661
high,1,0,0,1,1.0,"Vaccination, deworming, and sterilization status unclear.",f44ba1344
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,7d7da3838
medium,1,0,1,0,1.0,Vaccination status not mentioned in description,fb9fae270
high,1,0,0,0,1.0,,93641e3f2
medium,1,1,1,0,1.0,Primary breed listed as nan,99e9a454d
medium,1,0,0,0,1.0,Age and health status not provided in tabular data.,9d1012529
medium,1,0,0,0,1.0,Age and fur length inconsistency,50b022696
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,725ee6572
medium,1,0,0,0,1.0,Vaccination status inconsistent with structured data,3d0a4c45a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a79e1889c
high,1,1,1,0,1.0,Sterilization status not mentioned in description.,db9539604
high,1,0,0,0,1.0,,8f6a4a76a
high,0,1,1,0,1.0,,1ee4a9e81
medium,1,0,0,0,1.0,Pet not sterilized yet,b3543dda3
medium,1,0,1,0,1.0,Pet not sterilized yet as per description.,bba2fb084
medium,1,0,0,0,1.0,Pet is not sterilized,7c17de5f6
high,1,0,0,0,1.0,,351eefe3e
medium,1,0,1,0,1.0,Vaccination status not mentioned in structured data,166040493
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,92ee6241d
medium,1,0,0,0,1.0,Pet is not sterilized as per description,70aeba909
medium,1,1,1,0,1.0,Vaccination status not consistent with description,822193428
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b73079713
high,1,1,1,1,1.0,,e052a2a39
medium,1,1,1,0,1.0,Primary breed Calico not mentioned in description,ff5e30380
medium,1,0,0,0,1.0,Vaccination status unclear,77d395a82
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,9d8e58a2e
high,1,1,1,0,1.0,,68a603bc3
high,1,0,1,0,1.0,,67532bb27
high,1,1,1,0,1.0,,bdf00be34
medium,1,0,0,0,1.0,Description suggests a negative environment; data shows healthy pet.,79799da25
medium,1,0,0,0,1.0,Description mentions three kittens but data shows only one cat.,106e252d9
medium,1,1,0,0,1.0,Owner' s situation not reflected in tabular data,7d7eef3d3
medium,1,0,0,0,1.0,Vaccination status unclear,7a1609dd4
medium,1,1,1,0,1.0,Primary breed Dachshund not mentioned in description,649930cc8
medium,1,0,0,1,0.0,No deworming or sterilization information provided,0c0508818
high,1,1,1,1,0.0,,fcfae453e
medium,1,1,0,0,1.0,Age not specified in tabular data,05e3bc1ae
medium,1,1,1,0,1.0,No vaccination status in structured data,b64e30a78
medium,1,1,1,0,1.0,No toilet training mentioned in structured data,01f4746ef
high,1,0,1,0,1.0,Vaccination status not mentioned in description.,3b0ae25f0
high,1,0,0,0,1.0,,254dd6ba7
medium,1,1,1,0,1.0,Gender not specified in description,5c039d8c1
high,1,1,1,0,1.0,No inconsistencies found.,f9a962ccc
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,acb9e48ff
high,1,1,1,0,1.0,,09cc3f346
medium,1,0,0,0,1.0,Age stated as 3 weeks in description but structured data shows 1 month,fd6dd3835
high,1,0,0,0,1.0,,f522ad8d4
high,1,1,1,0,1.0,,f95eb4d75
high,1,1,1,0,1.0,,804e56f9b
medium,1,0,0,0,1.0,Cross-breed information missing from structured data,4fb9fc3d1
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,72b0d2b06
high,1,0,1,0,1.0,No inconsistencies found.,b48460ef7
medium,1,0,0,0,1.0,Age not specified in description,bfed6fcaa
high,1,0,0,0,1.0,,04e966b1c
medium,1,0,0,0,1.0,Primary breed mismatch with description,cb307f308
medium,1,0,0,0,1.0,Description suggests clumsiness; no data on behavior.,da7680082
high,1,1,1,0,1.0,No inconsistencies found.,24488c53a
high,1,0,0,0,1.0,None,a9f2b6e32
medium,1,0,0,0,1.0,Description suggests flat living conditions; tabular data indicates medium maturity size.,fe3fe601e
medium,1,0,0,1,1.0,Secondary breed and fur length not mentioned in structured data,4d1ea2aea
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,9a96189d5
medium,1,0,0,0,1.0,Color and fur description not in structured data,ef06f5641
medium,1,1,1,0,1.0,Minor Injury noted in health,6a34d34ab
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,4aa44d3c9
medium,1,1,1,0,1.0,Color mismatch: 'Light brown' vs. 'Brown',b5b84493d
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,9296eb09d
high,1,0,0,0,1.0,,400c2ccab
high,1,0,0,0,1.0,,5e6de643b
high,1,1,1,0,1.0,,1acab1703
medium,1,0,0,1,1.0,Vaccination status unclear,d88f3ee34
medium,1,,,,,Minor Injury mentioned in health but not described behavior,f2c84786f
medium,1,0,0,0,1.0,Pet is not sterilized,e0efe2c72
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,cca005e96
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,8722dfeed
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,f01b64ff7
high,1,1,1,0,1.0,,e13488562
medium,1,0,0,0,1.0,Vaccination status unclear,fb278c21e
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,b7809d0dd
high,1,1,1,0,1.0,None,962c84aa9
medium,1,1,1,0,1.0,Pet not sterilized yet required to be spayed at 5 months,289cc7f88
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,18a87116d
low,1,0,0,0,1.0,Primary breed American Shorthair not mentioned in description,85f3279a4
